Files	SourceLab	Magnification	Stain	Species	Strain	DateAdded	FileSize_bytes_	md5
metestrus/200919_NSW004_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	23-Sep-2020 18:20:53	54287518	B0A101FF704A6B589614DECA5DCDA474
metestrus/200920_WTR038_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	23-Sep-2020 18:24:21	54287518	E0C22126A78C7A4CAA211CE6D61FD28A
metestrus/200920_WTR041_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	23-Sep-2020 18:28:16	54287518	039878000E9B7D009B8FDE792D297862
metestrus/200921_WTR017_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	23-Sep-2020 18:35:23	54287518	FEAD2DD8DF3409A56E9B6BFB42AAB008
metestrus/200921_WTR041_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	23-Sep-2020 18:31:56	54287518	2BEB7F50E15DCA282558E5159220C7E9
metestrus/200921_WTR045_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	23-Sep-2020 18:34:15	54287518	539ACFEEFE1D883C596903B350BC957B
metestrus/200922_WTR038_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	06-Oct-2020 18:03:16	54287518	C9329AA5ADA9F61D978487E1A9B15F46
metestrus/200922_WTR041_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	06-Oct-2020 18:08:43	54287518	D41D8CD98F00B204E9800998ECF8427E
metestrus/200922_WTR042_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	06-Oct-2020 18:09:37	54287518	D41D8CD98F00B204E9800998ECF8427E
metestrus/200923_WTR017_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	06-Oct-2020 18:22:19	54287518	6DEF736DF29E01A23FCF2F08F972B992
metestrus/200923_WTR042_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	18-Feb-2021 14:58:55	54287478	D7CC14FA4F0434F39B6609DD91842C81
metestrus/200924_NSW003_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	06-Oct-2020 18:27:57	54287518	2AECAD3996464C69DDA4BB5B95EE4D4B
metestrus/200924_WTR038_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	06-Oct-2020 18:26:10	54287518	E3F6ADB0714B12A30A38B6DE57149453
metestrus/200924_WTR045_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	06-Oct-2020 18:26:54	54287518	575E57B1990DD2E0FCF7BDDF3BB2C87C
metestrus/200925_NSW004_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	06-Oct-2020 18:45:10	54287518	06092965A7303F31791A4EC550F87197
metestrus/200926_NSW004_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	06-Oct-2020 19:04:30	54287518	9BE95BCB28F1211FF8F8C2B17271D353
metestrus/200927_NSW003_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	06-Oct-2020 19:08:02	54287518	51834BA05E11C59E9E8C5EB15E909954
metestrus/200928_WTR038_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	06-Oct-2020 19:19:55	54287518	6A00683425234AFFC6EBAD651CE5E734
metestrus/200928_WTR041_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	06-Oct-2020 19:18:37	54287518	DF340A86D8FB915F47100DECCCAB736C
metestrus/200930_WTR017_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	06-Oct-2020 19:25:53	54287518	FA148D668519AD0C69C1AC0955156ACB
metestrus/201004_WTR041_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	26-Oct-2020 15:18:59	54287518	6B2DDD3CF9CF72F1CC6FC818205E5EA8
metestrus/201005_WTR038_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	26-Oct-2020 15:24:15	54287518	5789C0063B0F68A7E4F3D58771B68D69
metestrus/201006_WTR042_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	26-Oct-2020 15:30:36	54287518	CAA1593401DCE6B827AC73F92CC2566E
metestrus/201007PM_NSW003_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	26-Oct-2020 15:44:28	54287518	CE58F9F083ECF371A8AC5F8DDDDE81A3
metestrus/201007PM_NSW004_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	26-Oct-2020 15:45:27	54287518	660D1ED3CC3445025F2AE84FB98AD41E
metestrus/201007PM_WTR038_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	26-Oct-2020 15:42:10	54287518	FB4B74A6DB92AB415EE0AB04EEA592E8
metestrus/201007_NSW003_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	26-Oct-2020 15:35:08	54287518	D3577AA180800257F102182F90CF4391
metestrus/201007_NSW004_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	26-Oct-2020 15:35:36	54287518	97E55C4A641D0C0884C6EF896ECE4139
metestrus/201007_WTR038_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	26-Oct-2020 15:33:03	54287518	F5ED88E78AC0EC096C66A7B1DB7A5824
metestrus/201008PM_NSW004_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	26-Oct-2020 15:55:24	54287518	2CFAB32465A787BA0E1EBC028B28D90F
metestrus/201008PM_WTR038_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	26-Oct-2020 15:56:11	54287518	A63A919BF4EC4224677B872D2E3B9383
metestrus/201008_NSW004_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	26-Oct-2020 15:49:00	54287518	2166880784E25032BE90FE95DA9BD168
metestrus/201008_WTR041_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	26-Oct-2020 15:49:58	54287518	19C19FB8A565A1CA614EDCCCABBFB823
metestrus/201008_WTR08_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	26-Oct-2020 15:51:18	54287518	C4AD5DF3B6A76B0F997983AD00D4F1FF
metestrus/201009_NSW04_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	26-Oct-2020 16:01:42	54287518	7B192F9446709F0C332F01F5EC0A4F65
metestrus/201010PM_WTR038_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	26-Oct-2020 16:09:02	54287518	C4321CF934403619AABC7386C1EA96F2
metestrus/201010_WTR038_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	26-Oct-2020 16:15:53	54287518	731C1E29E15F7C62AB6A3B153FA37FFC
metestrus/201011PM_NSW004_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	26-Oct-2020 16:27:51	54287518	8808439F183ED345FB3D4850D4AB0795
metestrus/201011_NSW004_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	26-Oct-2020 16:24:00	54287518	C1C53781EA5017F7BACDF6F404CF20B4
metestrus/201011_WTR038_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	26-Oct-2020 16:21:47	54287518	144EFA5D35F564457D23E320993DC12C
metestrus/201012PM_WTR038_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	26-Oct-2020 16:41:42	54287518	012EE867FD6C3414220867CB11D1E59A
metestrus/201012PM_WTR045_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	26-Oct-2020 16:42:31	54287518	1239430278DCC73F1ACB6D612BF9219C
metestrus/201012_WTR038_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	26-Oct-2020 16:36:56	54287518	58901BC2D7CE59B0A3C70B3F3338BED7
metestrus/201012_WTR041_Es_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	26-Oct-2020 16:35:47	54287518	1F8A97255CB0B3836408B087E86C56CA
metestrus/201013PM_WTR038_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	26-Oct-2020 16:54:18	54287518	42B73451D4881030F862A914D2C8BA4A
metestrus/201013PM_WTR041_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	26-Oct-2020 16:52:03	54287518	6B7A7F7BECB804F2307C537277D7809D
metestrus/201013_NSW003_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	26-Oct-2020 16:46:34	54287518	5FFF9F106F01E452EE136D0C0AF2296F
metestrus/201013_WTR038_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	26-Oct-2020 16:43:24	54287518	173706A03EB3439A5803D15E814FD2AA
metestrus/201013_WTR041_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	26-Oct-2020 16:49:34	54287518	BEF1E2410BF111C62B26BCD1ABC19AA2
metestrus/201015_WTR038_Met.bmp	Goard	10X	H&E	Mouse	Thy1-GFP-M (Jax Stock #007788)	09-Nov-2020 17:27:57	54287518	D41D8CD98F00B204E9800998ECF8427E
metestrus/201015_WTR038_Met.jpg	Goard	10X	Shorr Stain	Mouse	Slc7a7-cre (Jax Stock #023527) x TITL-GCAMP6s (Jax Stock #024104)	09-Nov-2020 17:33:40	11101746	1239F39CE0BCF0CC13320E9EFDC3B8F2
metestrus/201016_WTR045_Met.jpg	Goard	10X	Shorr Stain	Mouse	Slc7a7-cre (Jax Stock #023527) x TITL-GCAMP6s (Jax Stock #024104)	09-Nov-2020 17:34:33	11422132	AE0BAE19176C978F7398CB4266D0A9BA
metestrus/201018_WTR038_Met.jpg	Goard	10X	Shorr Stain	Mouse	Slc7a7-cre (Jax Stock #023527) x TITL-GCAMP6s (Jax Stock #024104)	09-Nov-2020 17:40:01	11393763	0F790FCCE9622D8A825CC36FD911F12B
metestrus/201019_NSW003_Met.jpg	Goard	10X	Shorr Stain	Mouse	Slc7a7-cre (Jax Stock #023527) x TITL-GCAMP6s (Jax Stock #024104)	09-Nov-2020 17:46:26	11034730	74048DEE70C5284AF74E8B1D51468F50
metestrus/201019_NSW004_Met.jpg	Goard	10X	Shorr Stain	Mouse	Slc7a7-cre (Jax Stock #023527) x TITL-GCAMP6s (Jax Stock #024104)	09-Nov-2020 17:47:10	10819699	69E56061C8B5353D4487C3BF5C8D8AC4
metestrus/201021_NSW003_Met.jpg	Goard	10X	Shorr Stain	Mouse	Slc7a7-cre (Jax Stock #023527) x TITL-GCAMP6s (Jax Stock #024104)	09-Nov-2020 17:52:50	11668536	180916A16ABEDCE42B7DDBFC986B7D5E
metestrus/201021_WTR038_Met.jpg	Goard	10X	Shorr Stain	Mouse	Slc7a7-cre (Jax Stock #023527) x TITL-GCAMP6s (Jax Stock #024104)	09-Nov-2020 17:49:46	11373574	9A6BB465FD31FAD79AB8E92BB8D8C07F
metestrus/201022_WTR038_Met.jpg	Goard	10X	Shorr Stain	Mouse	Slc7a7-cre (Jax Stock #023527) x TITL-GCAMP6s (Jax Stock #024104)	09-Nov-2020 17:54:16	11929734	70B9A677E9E7664023A6184AC0E13410
metestrus/201023_NSW004_Met.jpg	Goard	10X	Shorr Stain	Mouse	Slc7a7-cre (Jax Stock #023527) x TITL-GCAMP6s (Jax Stock #024104)	09-Nov-2020 18:01:33	11104914	5E601938ECBB2A288AD8D5A52FE4A423
metestrus/201023_WTR038_Met.jpg	Goard	10X	Shorr Stain	Mouse	Slc7a7-cre (Jax Stock #023527) x TITL-GCAMP6s (Jax Stock #024104)	09-Nov-2020 18:02:24	11223173	3E5CECF51622C295C5C8D7C45AAE845D
metestrus/201023_WTR042_Met.jpg	Goard	10X	Shorr Stain	Mouse	Slc7a7-cre (Jax Stock #023527) x TITL-GCAMP6s (Jax Stock #024104)	09-Nov-2020 17:59:21	10780452	B2E746F481E412BEF9A459DB11B1C763
metestrus/201024_NSW004_Met.jpg	Goard	10X	Shorr Stain	Mouse	Slc7a7-cre (Jax Stock #023527) x TITL-GCAMP6s (Jax Stock #024104)	09-Nov-2020 18:04:55	10941477	5A5FCF379F74609985AE90ADB3FBFD70
metestrus/201024_WTR038_Met.jpg	Goard	10X	Shorr Stain	Mouse	Slc7a7-cre (Jax Stock #023527) x TITL-GCAMP6s (Jax Stock #024104)	09-Nov-2020 18:07:10	11532298	BB610AC67EE0F6CC64F1661B73C05567
metestrus/201030_WTR038_Met.jpg	Goard	10X	Shorr Stain	Mouse	Slc7a7-cre (Jax Stock #023527) x TITL-GCAMP6s (Jax Stock #024104)	09-Nov-2020 18:15:19	11253799	F322697533F1B096D5EC685E68A072DA
metestrus/201031_NSW004_Met.jpg	Goard	10X	Shorr Stain	Mouse	Slc7a7-cre (Jax Stock #023527) x TITL-GCAMP6s (Jax Stock #024104)	09-Nov-2020 18:22:24	11326298	F6E94C724557D0B64228B90D977DB8CF
metestrus/201104_NSW003_Met.jpg	Goard	10X	Shorr Stain	Mouse	Slc7a7-cre (Jax Stock #023527) x TITL-GCAMP6s (Jax Stock #024104)	09-Nov-2020 18:36:58	11285843	D41D8CD98F00B204E9800998ECF8427E
metestrus/201104_NSW004_Met.jpg	Goard	10X	Shorr Stain	Mouse	Slc7a7-cre (Jax Stock #023527) x TITL-GCAMP6s (Jax Stock #024104)	09-Nov-2020 18:37:41	11719660	D41D8CD98F00B204E9800998ECF8427E
metestrus/201108_NSW004_Met.jpg	Goard	10X	Shorr Stain	Mouse	Slc7a7-cre (Jax Stock #023527) x TITL-GCAMP6s (Jax Stock #024104)	09-Nov-2020 18:41:35	10995672	9BADAE46CB80B1AC5E55AB4A200A7A6E
metestrus/201109_NSW004_Met.jpg	Goard	10X	Shorr Stain	Mouse	Slc7a7-cre (Jax Stock #023527) x TITL-GCAMP6s (Jax Stock #024104)	12-Nov-2020 10:33:50	11307420	CB5B46B9B74200144A8AF21CD994FE62
metestrus/201113PM_NSW004_Met.jpg	Goard	10X	Shorr Stain	Mouse	Slc7a7-cre (Jax Stock #023527) x TITL-GCAMP6s (Jax Stock #024104)	17-Nov-2020 18:00:05	11247162	FB7C8DDDB5FD9D55B8012FC5410988AE
metestrus/201114_WTR041_Met.jpg	Goard	10X	Shorr Stain	Mouse	Slc7a7-cre (Jax Stock #023527) x TITL-GCAMP6s (Jax Stock #024104)	17-Nov-2020 18:00:41	11600709	2B5F9B3916A3C8995349D0F5C3791A33
metestrus/201125_WTR052_Met.jpg	Goard	10X	Shorr Stain	Mouse	Slc7a7-cre (Jax Stock #023527) x TITL-GCAMP6s (Jax Stock #024104)	27-Nov-2020 10:17:23	12955108	B6E68ADB4BD7906A8039049D24CA13F8
metestrus/201130PM_WTR052_Met.jpg	Goard	10X	Shorr Stain	Mouse	Slc7a7-cre (Jax Stock #023527) x TITL-GCAMP6s (Jax Stock #024104)	04-Dec-2020 19:27:38	10723298	57D2FF62156CC32D898610CF14CF920B
metestrus/201130_WTR041_Met.jpg	Goard	10X	Shorr Stain	Mouse	Slc7a7-cre (Jax Stock #023527) x TITL-GCAMP6s (Jax Stock #024104)	04-Dec-2020 19:25:47	10859470	1C974D3FE93D249F7BCC2E3CF0BCF7DE
metestrus/201201_WTR042_Met.jpg	Goard	10X	Shorr Stain	Mouse	Slc7a7-cre (Jax Stock #023527) x TITL-GCAMP6s (Jax Stock #024104)	08-Dec-2020 18:13:46	11422191	F620FCA53C3C0B62043144261E4F8DBB
metestrus/201205PM_WTR052_Met.jpg	Goard	10X	Shorr Stain	Mouse	Slc7a7-cre (Jax Stock #023527) x TITL-GCAMP6s (Jax Stock #024104)	08-Dec-2020 18:45:49	11960455	783CF623EF5401DB2BD09BAA047DFBE3
metestrus/201205_WTR052_Met.jpg	Goard	10X	Shorr Stain	Mouse	Slc7a7-cre (Jax Stock #023527) x TITL-GCAMP6s (Jax Stock #024104)	08-Dec-2020 18:42:27	12395077	3C90B0CC91C0FEFEE395D3E9E80AED96
metestrus/201206_WTR041_Met.jpg	Goard	10X	Shorr Stain	Mouse	Slc7a7-cre (Jax Stock #023527) x TITL-GCAMP6s (Jax Stock #024104)	08-Dec-2020 18:47:04	11363343	B377622BEE463C51E613A81AD53FFDE7
metestrus/201206_WTR042_Met.jpg	Goard	10X	Shorr Stain	Mouse	Slc7a7-cre (Jax Stock #023527) x TITL-GCAMP6s (Jax Stock #024104)	08-Dec-2020 18:47:42	11426090	02C4227FB6C7A98AD03FC3B4E8AC5A24
metestrus/2019_07_29_R1 712_0225.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 14:06:54	4162	E368AE928930082112809A93EC920176
metestrus/2019_07_29_R1 712_0226.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 14:06:54	5894	FB38FD423A74CED6FD3724FE91CB6528
metestrus/2019_07_29_R1 712_0227.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 14:06:55	8167	1FAFD3520A4C43B819F2FED939267822
metestrus/2019_07_29_R1 713_0275.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 13:51:03	11754	D1BED8790C37B1F48112A2805ABB528B
metestrus/2019_07_29_R10 714_0354.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 14:06:57	14727	D79D804A28EE56481367C0D082173FB4
metestrus/2019_07_29_R11 713_0304.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 13:59:44	3734	844F0D1F2505E97598D7137FC9E7A6C6
metestrus/2019_07_29_R11 714_0355.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 14:06:58	4716	93786913C78C2C48C7050248D8C40F56
metestrus/2019_07_29_R11 714_0356.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 14:06:59	6163	E71A98FE974C0C4CC3225594C474FED7
metestrus/2019_07_29_R12 712_0259.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 13:51:08	4319	5DC1C8B152C89EC1A2E845428E12A44D
metestrus/2019_07_29_R12 713_0307.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 14:07:00	8260	D885287EA443D2516790DA3E2AC61381
metestrus/2019_07_29_R12 713_0309.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 13:59:46	6845	B18850587608ED31E4416D9B94C251DA
metestrus/2019_07_29_R12 714_0358.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 13:45:32	5988	5CA2D486B299437A857338E86A5983BD
metestrus/2019_07_29_R12 714_0359.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 13:45:33	5614	2722C0A23771EC504BB3BEB9E3A4E5FE
metestrus/2019_07_29_R12 714_0360.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 13:45:34	5412	ECDD5CA37F26A382063C9BFB50810E9E
metestrus/2019_07_29_R13 712_0262.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 13:51:10	8750	28161D1219311A5B5765A85552ADB2AB
metestrus/2019_07_29_R13 712_0263.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 13:51:11	11576	4C95C9A07134A390D6785773FDA6DEC2
metestrus/2019_07_29_R13 713_0313.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 13:51:14	16308	30842B6E861C2677F360F9E12F22504E
metestrus/2019_07_29_R13 714_0361.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 14:07:01	8118	0DC2DFCAC63EBAF655B5F0B092753BCB
metestrus/2019_07_29_R13 714_0362.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 14:07:02	6224	B6F6EA47D1D9E1D199D4688403E3DAAC
metestrus/2019_07_29_R14 712_0265.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 13:59:48	7050	C91DDD676B245B1BB076678E3B54C34D
metestrus/2019_07_29_R14 712_0266.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 13:59:49	6422	E02333BEB4F92EC1097E9117356C3612
metestrus/2019_07_29_R14 713_0315.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 13:59:50	7225	8DF7836912CB0C33B71A4C14C42A5CF6
metestrus/2019_07_29_R14 713_0316.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 13:59:51	9901	48A92CE0F5F6917F1E96C1F350EE7DCE
metestrus/2019_07_29_R14 714_0364.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 14:07:04	10166	ECD04B33561122287FF32B733970555A
metestrus/2019_07_29_R14 714_0365.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 14:07:04	4200	C63A96659BF59C05FFAC487FB5D66532
metestrus/2019_07_29_R15 712_0267.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 14:07:05	8020	28E77E48A4CDA81EFF91A3CE0B92529B
metestrus/2019_07_29_R15 712_0268.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 14:07:06	6334	9F35A11AD515751BD3D628B7D983BC61
metestrus/2019_07_29_R15 712_0269.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 14:07:07	7128	67CC06703EEF73D07BDAADF95AC7B55D
metestrus/2019_07_29_R15 713_0318.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 14:07:08	7318	FF3606C3025BC5E06B93A987E231C36D
metestrus/2019_07_29_R15 713_0319.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 14:07:09	5123	03629DBB9A877E7795DFE24BC25A3897
metestrus/2019_07_29_R16 712_0271.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 13:59:52	5924	726EF14C4D35DB001072317E02DC46FC
metestrus/2019_07_29_R16 712_0272.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 13:59:53	4711	178B1B3EC4FEC10F6F6E2CC338EF7020
metestrus/2019_07_29_R2 712_0228.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 13:59:56	5535	72B57FE23A9D3FF14ED1863A785F14E1
metestrus/2019_07_29_R2 714_0329.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 14:07:10	10102	D95CEF478786D6EFC9CC5878FBE9F586
metestrus/2019_07_29_R2 714_0330.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 14:07:10	9024	9DAF0EA81EB5C3B4B310A9CBF08611C3
metestrus/2019_07_29_R2 714_0331.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 14:07:11	10864	580B81D4EFB7F08A63E965A06092B14F
metestrus/2019_07_29_R3 713_0279.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 13:59:59	6576	082CAB81A5F43C2ADF5E3C8E29F87D5C
metestrus/2019_07_29_R3 713_0280.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 13:59:59	9305	9A14B4902DFDF06E627A5BFF4339F1DB
metestrus/2019_07_29_R3 713_0281.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 14:00:00	6458	ECC4392720C848646631DA03C1B7E95D
metestrus/2019_07_29_R3 714_0332.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 13:51:17	11384	C7AB841017525279E7579931A6CCC538
metestrus/2019_07_29_R4 712_0235.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 14:07:12	10214	14D32BA0812E19BC8725CC9D99DECC55
metestrus/2019_07_29_R4 714_0336.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 13:51:20	4649	AAF176B8FA52B3026C08DAB85E2339CB
metestrus/2019_07_29_R5 712_0238.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 14:07:13	7087	32D75C27317F9732F81DEE21F8A7838B
metestrus/2019_07_29_R5 712_0239.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 13:51:22	5016	093713E6B1B6608CDB6DD7663622471B
metestrus/2019_07_29_R6 714_0341.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 14:07:13	9404	2DEC29BC98F9B29A4A79E6616A597267
metestrus/2019_07_29_R7 713_0291.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 14:00:06	4483	C3A27B35FF8760D353F6ADC02AAF2562
metestrus/2019_07_29_R8 712_0246.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 14:00:08	9813	797B1AA51B827C76BD6D5669DFE0B112
metestrus/2019_07_29_R8 712_0247.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 14:00:09	6912	233FB764541FC0601D5C3800F4AEF5F2
metestrus/2019_07_29_R8 713_0295.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 13:51:33	8615	6D6C5AD722F1296B700ABA2219B8DFC1
metestrus/2019_07_29_R8 714_0348.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 14:07:16	7738	47D7CB2BEBA062813AF5CDBFE8DD746D
metestrus/2019_07_29_R9 712_0250.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 14:07:18	4819	51E1BB696FF178372E1A84DA9EADB345
metestrus/2019_07_29_R9 713_0297.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 13:51:34	8271	401003C8A82129E62D8BCA2FADBB0421
metestrus/2019_07_29_R9 714_0351.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 13:45:41	5300	F1470E05549E2B2AAF2D5DE07456FE7B
metestrus/2019_07_30_R10 715_0401.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 14:07:22	5021	ADD25A31B4DEE777D19447923350D0BC
metestrus/2019_07_30_R10 715_0402.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 14:07:23	5703	733F05C422B26D152A953493A5987273
metestrus/2019_07_30_R11 715_0404.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 14:07:24	5366	135BED07C4D32B6DD9613DE0D82CC5F3
metestrus/2019_07_30_R11 715_0405.JPG	Ostroff	10X	H&E	Rat	Sprague Dawley WT	10-May-2020 14:07:25	6827	F87E4AB87EBB407C85E90E5727F675B4
